Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3329559,3329559,256,256,0,0,8,8,32,64,0x0,0x7f8c36c9d900,34635,34635,22298,277088,4,5068,6953,0,20344,521064462113293,521065553192272,521065553199472,521064471086948
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3329559,3329559,256,256,0,0,8,8,32,64,0x0,0x7f8c36c9d900,13486,13486,10427,107896,4,2519,3981,0,10140,521064470965017,521065553199472,521065553206672,521064471292016
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,30263,30263,24663,242112,924,3639337,137047,0,14583328,521064471606851,521065553750828,521065553761388,521064471718051
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3329559,3329559,256,256,0,0,8,8,32,64,0x0,0x7f8c36c9d900,36139,36139,21412,289120,4,4696,6561,0,18828,521064477301343,521065559530958,521065559539438,521064477432391
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,30226,30226,22320,241816,924,3394645,127565,0,13605240,521064477401723,521065559539438,521065559549038,521064477562627
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,24558,24558,20587,196472,924,2271184,95010,0,9110264,521064477552748,521065559575278,521065559582797,521064477722389
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,26543,26543,20058,212352,924,2067970,89786,0,8297560,521064477705477,521065559582797,521065559588077,521064477829903
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,21742,21742,17730,173944,924,1673259,74442,0,6718500,521064477778666,521065559588077,521065559592877,521064478000526
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,26893,26893,20362,215152,924,1696657,75616,0,6812196,521064477985367,521065559621997,521065559627117,521064478093692
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3329559,3329559,59136,64,512,0,32,32,32,64,0x0,0x7f8c36c6ce00,22975,22975,16999,183808,924,1740774,76120,0,6988828,521064478061831,521065559627117,521065559632237,521064478253083
