Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,344409,344409,256,256,0,0,8,8,32,64,0x0,0x7fc30cc95900,1,3,442,610038824325857,610038340973142,610038340980502,610038833207426
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,344409,344409,256,256,0,0,8,8,32,64,0x0,0x7fc30cc95900,1,3,448,610038833083431,610038340980502,610038340988022,610038833419437
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,48319,6186570,610038833724694,610038341543538,610038341555858,610038833832027
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,344409,344409,256,256,0,0,8,8,32,64,0x0,0x7fc30cc95900,1,4,428,610038838731884,610038347147196,610038347156476,610038838842844
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,52708,6745572,610038838813258,610038347156476,610038347167196,610038838955097
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,54216,6931950,610038838933516,610038347201276,610038347208476,610038839105391
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,58031,7419858,610038839088779,610038347208476,610038347213276,610038839209438
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,74109,9487106,610038839194189,610038347213276,610038347217756,610038839321289
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,55317,7083342,610038839284189,610038347226556,610038347231355,610038839469469
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,344409,344409,29568,64,512,0,44,44,32,64,0x0,0x7fc30cc64e40,8316,53452,6844974,610038839454872,610038347235035,610038347239675,610038839550432
