Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3347635,3347635,256,256,0,0,8,8,32,64,0x0,0x7fe0d045d900,35674,35674,4,21,57,6932,521376244261802,521375232885189,521375232893349,521376256559434
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3347635,3347635,256,256,0,0,8,8,32,64,0x0,0x7fe0d045d900,13280,13280,4,21,14,1972,521376256427745,521375232893349,521375232900229,521376256835547
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,28831,28831,1848,90552,43766,5589132,521376259658727,521375233622305,521375233632545,521376259793371
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3347635,3347635,256,256,0,0,8,8,32,64,0x0,0x7fe0d045d900,36228,36228,4,21,54,7232,521376319470617,521375283413796,521375283421156,521376319693809
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,35361,35361,1848,90552,59910,7638932,521376319669142,521375283430436,521375283440676,521376319859983
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,27340,27340,1848,90552,11293,1448976,521376319841148,521375283473476,521375283481316,521376320064580
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,24356,24356,1848,90552,11271,1448912,521376320049742,521375283481316,521375283488036,521376320198814
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,22318,22318,1848,90552,11232,1448940,521376320157927,521375283488036,521375283493636,521376320414843
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,23709,23709,1848,90552,11298,1448908,521376320401397,521375283545956,521375283551715,521376320534559
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3347635,3347635,118272,64,512,0,24,24,32,64,0x0,0x7fe0d042ce00,22687,22687,1848,90552,11280,1448932,521376320494253,521375283555555,521375283561315,521376320712446
