Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3346511,3346511,256,256,0,0,8,8,32,64,0x0,0x7fa4225f5900,33161,33161,20538,265296,4,5079,6517,0,20412,521373695034095,521375232885189,521375232893349,521373703882472
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3346511,3346511,256,256,0,0,8,8,32,64,0x0,0x7fa4225f5900,13396,13396,10308,107176,4,2482,3921,0,10000,521373703763708,521375232893349,521375232900229,521373704098851
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,27727,27727,20297,221824,1848,5544391,115304,0,22230700,521373704416142,521375233622305,521375233632545,521373704527733
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3346511,3346511,256,256,0,0,8,8,32,64,0x0,0x7fa4225f5900,35465,35465,20361,283728,4,4553,5981,0,18296,521373711318007,521375283413796,521375283421156,521373711451600
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,25100,25100,18737,200808,1848,5287790,113347,0,21203956,521373711421443,521375283430436,521375283440676,521373711576446
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,24261,24261,19051,194096,1848,3908641,93619,0,15686132,521373711560426,521375283473476,521375283481316,521373711733373
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,27216,27216,18728,217736,1848,3967093,95071,0,15919888,521373711716641,521375283481316,521375283488036,521373711838802
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,21852,21852,16204,174824,1848,2745779,75379,0,11034788,521373711790311,521375283488036,521375283493636,521373711974389
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,23559,23559,15233,188480,1848,2820927,76633,0,11335384,521373711959180,521375283545956,521375283551715,521373712075600
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3346511,3346511,118272,64,512,0,24,24,32,64,0x0,0x7fa4225d4e00,22110,22110,16494,176888,1848,2752246,75828,0,11060524,521373712031457,521375283555555,521375283561315,521373712216176
