Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,267433,267433,256,256,0,0,8,8,32,64,0x0,0x7fd8f973d900,34056,34056,21773,272456,4,4559,5973,0,18292,607740422466213,607730097959448,607730097966808,607740430118458
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,267433,267433,256,256,0,0,8,8,32,64,0x0,0x7fd8f973d900,13308,13308,10259,106472,4,2441,3873,0,9892,607740429998812,607730097966808,607730097974008,607740430336330
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,38345,38345,33720,306768,924,5585057,197747,0,22367752,607740430647669,607730098478966,607730098495926,607740430756826
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,267433,267433,256,256,0,0,8,8,32,64,0x0,0x7fd8f973d900,36200,36200,21741,289608,4,4631,6081,0,18644,607740436117506,607730103203916,607730103213836,607740436242582
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,43367,43367,37667,346944,924,5708479,202800,0,22860976,607740436214429,607730103213836,607730103229676,607740436363411
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,26542,26542,23043,212344,924,2818307,111468,0,11298708,607740436375674,607730103256396,607730103265836,607740436535256
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,25909,25909,19947,207280,924,2287885,91282,0,9177468,607740436516450,607730103265836,607730103272556,607740436633692
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,23604,23604,20091,188840,924,2249195,89853,0,9022508,607740436589659,607730103272556,607730103279116,607740436782564
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,27191,27191,21522,217536,924,2179228,87841,0,8742760,607740436765852,607730103279116,607730103286636,607740436869237
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,267433,267433,59136,256,512,0,64,64,32,64,0x0,0x7fd8f9704ec0,25464,25464,20413,203720,924,2276540,90918,0,9131776,607740436837427,607730103286636,607730103293036,607740437040301
