Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3432185,3432185,256,256,0,0,8,8,32,64,0x0,0x7f061a2a5900,34502,34502,21410,276024,4,4669,6437,0,18748,523051546675319,523041668368058,523041668376378,523051559687297
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3432185,3432185,256,256,0,0,8,8,32,64,0x0,0x7f061a2a5900,13277,13277,10140,106224,4,2376,3745,0,9564,523051559571899,523041668376378,523041668383738,523051559952650
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,28815,28815,23266,230528,924,3350521,125914,0,13428480,523051560541344,523041669065655,523041669075735,523051560715584
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3432185,3432185,256,256,0,0,8,8,32,64,0x0,0x7f061a2a5900,34172,34172,20108,273384,4,4901,6661,0,19676,523051615703725,523041750252705,523041750260225,523051615904345
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,34058,34058,25393,272472,924,3369654,126532,0,13505024,523051615881822,523041750268705,523041750279743,523051616056583
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,25616,25616,19630,204936,924,2268762,95958,0,9100600,523051616064268,523041750314303,523041750321823,523051616260820
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,23015,23015,17077,184128,924,1686471,74133,0,6771584,523051616245040,523041750321823,523041750327103,523051616384474
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,21958,21958,18193,175672,924,1696972,75562,0,6813432,523051616341342,523041750327103,523041750332063,523051616569895
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,26877,26877,20489,215024,924,1652991,73335,0,6637484,523051616557151,523041750335743,523041750340863,523051616698699
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3432185,3432185,29568,32,512,0,32,32,32,64,0x0,0x7f061a27cdc0,23325,23325,17298,186608,924,1741553,76314,0,6991828,523051616668351,523041750340863,523041750345823,523051616914187
