Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2809262,2809262,256,256,0,0,8,8,32,64,0x0,0x7fcf6e67d900,34224,34224,4,21,44,6212,778027866613360,778025364072201,778025364079561,778027874457113
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2809262,2809262,256,256,0,0,8,8,32,64,0x0,0x7fcf6e67d900,13894,13894,4,21,14,2004,778027874337296,778025364079561,778025364087241,778027874655498
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,2,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,47721,47721,462,81312,75306,9608880,778027874954894,778025364645158,778025364668038,778027875061406
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2809262,2809262,256,256,0,0,8,8,32,64,0x0,0x7fcf6e67d900,35624,35624,4,21,57,6748,778027880783737,778025369999223,778025370008503,778027880900328
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,5,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,52794,52794,462,81312,73927,9480848,778027880871363,778025370008503,778025370031543,778027881008382
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,8,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,32911,32911,462,81312,10335,1301000,778027881023521,778025370058583,778025370071703,778027881170348
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,9,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,32053,32053,462,81312,10119,1301012,778027881148116,778025370071703,778025370082423,778027881255439
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,10,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,30663,30663,462,81312,10188,1300996,778027881211556,778025370082423,778025370093463,778027881431232
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,11,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,36521,36521,462,81312,10111,1301000,778027881410322,778025370093463,778025370104343,778027881512726
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,12,2809262,2809262,29568,64,512,0,112,112,48,64,0x0,0x7fcf6e644d80,31604,31604,462,81312,10156,1300996,778027881475155,778025370104343,778025370115383,778027881676616
