Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2711336,2711336,256,256,0,0,8,8,32,64,0x0,0x7f5d9d945900,34051,34051,4,21,49,6440,773541811429188,773545067924758,773545067932598,773541819045561
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2711336,2711336,256,256,0,0,8,8,32,64,0x0,0x7f5d9d945900,13552,13552,4,21,12,1912,773541818912610,773545067932598,773545067939318,773541819247062
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,2,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,33498,33498,924,69300,65591,8445404,773541819554794,773545068404435,773545068416915,773541819653541
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2711336,2711336,256,256,0,0,8,8,32,64,0x0,0x7f5d9d945900,34485,34485,4,21,49,6404,773541825029317,773545073775299,773545073784579,773541825145677
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,5,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,44161,44161,924,69300,62939,7991916,773541825117384,773545073784579,773545073796899,773541825250325
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,8,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,28214,28214,924,69300,8567,1108816,773541825268319,773545073826179,773545073836419,773541825418182
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,9,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,28086,28086,924,69300,8815,1108820,773541825399286,773545073836419,773545073844099,773541825501840
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,10,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,25766,25766,924,69300,8678,1108808,773541825461785,773545073844099,773545073851779,773541825663025
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,11,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,31352,31352,924,69300,8742,1108816,773541825645502,773545073851779,773545073859459,773541825742446
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 2, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,12,2711336,2711336,14784,16,512,0,44,44,32,64,0x0,0x7f5d9d7e4dc0,26746,26746,924,69300,8610,1108824,773541825711026,773545073859459,773545073867139,773541825903059
