Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,286423,286423,256,256,0,0,8,8,32,64,0x0,0x7f2927395900,34480,34480,22373,275848,4,4712,6497,0,18980,608025590201675,608022598049928,608022598057448,608025598121255
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,286423,286423,256,256,0,0,8,8,32,64,0x0,0x7f2927395900,13622,13622,10560,108984,4,2646,4121,0,10756,608025598002380,608022598057448,608022598064648,608025598289473
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,51210,51210,46785,409688,924,8674678,304160,0,34731808,608025598619808,608022598587684,608022598612964,608025598730467
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,286423,286423,256,256,0,0,8,8,32,64,0x0,0x7f2927395900,37128,37128,22885,297032,4,4701,6545,0,18960,608025604488889,608022603809582,608022603819022,608025604612974
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,65609,65609,58616,524880,924,9828141,344068,0,39344016,608025604583598,608022603819022,608022603842702,608025604731548
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,32942,32942,28777,263544,924,3843906,157068,0,15401132,608025604762477,608022603868621,608022603881261,608025604918472
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,31337,31337,26076,250704,924,2755447,127160,0,11047496,608025604896080,608022603881261,608022603891021,608025605017980
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,29542,29542,25776,236344,924,3358395,138414,0,13459252,608025604961854,608022603891021,608022603900621,608025605174627
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,34174,34174,27036,273400,924,3416949,141115,0,13693408,608025605153977,608022603900621,608022603910221,608025605263214
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,29598,29598,25504,236792,924,3343328,138876,0,13399208,608025605219812,608022603910221,608022603919821,608025605447793
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,35441,35441,28457,283536,924,3339016,138261,0,13381816,608025605427515,608022603952781,608022603963021,608025605545007
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 32, 512, 4, 2, 32, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,286423,286423,59136,256,1024,0,112,112,32,64,0x0,0x7f2927344ec0,29574,29574,25902,236600,924,3356580,139302,0,13452264,608025605501705,608022603963021,608022603972621,608025605723454
