Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3887962,3887962,256,256,0,0,8,8,32,64,0x0,0x7faad89bd900,32929,32929,20940,263440,4,4615,6057,0,18536,863197771107219,863194043722499,863194043729859,863197778737359
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3887962,3887962,256,256,0,0,8,8,32,64,0x0,0x7faad89bd900,13358,13358,10322,106872,4,2457,3881,0,9924,863197778620026,863194043729859,863194043737059,863197778947606
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,28626,28626,21165,229016,1848,5853117,121927,0,23465004,863197779235140,863194044179297,863194044189057,863197779332193
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3887962,3887962,256,256,0,0,8,8,32,64,0x0,0x7faad89bd900,35587,35587,21076,284704,4,4637,6085,0,18644,863197785300691,863194049357525,863194049366645,863197785430877
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,25268,25268,18898,202152,1848,5376448,117110,0,21557620,863197785399998,863194049366645,863194049375925,863197785551765
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,25662,25662,20016,205304,1848,3981774,95525,0,15978924,863197785534493,863194049429365,863194049436885,863197785717929
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,27165,27165,18836,217328,1848,2147116,84461,0,8639780,863197785700447,863194049436885,863194049442805,863197785821976
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,21814,21814,16195,174520,1848,2610870,73007,0,10494868,863197785770329,863194049442805,863194049448405,863197785979394
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,23297,23297,14915,186384,1848,2610932,73633,0,10495420,863197785964546,863194049448405,863194049454005,863197786073201
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,21908,21908,16190,175272,1848,2544144,71568,0,10228156,863197786032434,863194049457845,863194049463445,863197786212805
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,18725,18725,11347,149808,1848,1871754,63052,0,7538384,863197786197917,863194049511285,863194049517045,863197786601771
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,3887962,3887962,29568,16,512,0,24,24,32,64,0x0,0x7faad898cdc0,22449,22449,14547,179600,1848,2507732,70968,0,10082444,863197786262279,863194049517045,863194049522645,863197786757005
