KernelName,Count,Sum(ns),Mean(ns),Median(ns),Pct
"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",12,73760.0,6146.666666666667,4960.0,75.32679738562092
__amd_rocclr_fillBufferAligned.kd,3,24160.0,8053.333333333333,8320.0,24.673202614379086
