Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3474274,3474274,256,256,0,0,8,8,32,64,0x0,0x7fb9dda45900,34873,34873,20984,278992,4,4786,6645,0,19304,523643869081680,523632324988322,523632324996642,523643880598444
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3474274,3474274,256,256,0,0,8,8,32,64,0x0,0x7fb9dda45900,13645,13645,10518,109168,4,2563,4089,0,10300,523643880479508,523632324996642,523632325003362,523643880845231
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,28527,28527,22936,228224,924,3302126,124371,0,13234872,523643881367699,523632325575998,523632325587198,523643881508836
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3474274,3474274,256,256,0,0,8,8,32,64,0x0,0x7fb9dda45900,37203,37203,22644,297632,4,4736,6709,0,19120,523643921753832,523632331946215,523632331955335,523643922369247
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,29437,29437,22764,235504,924,3209899,121180,0,12865712,523643921936718,523632331955335,523632331964615,523643922589674
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,22783,22783,16495,182272,924,1840904,79913,0,7389308,523643922117340,523632331990055,523632331997255,523643922520754
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18177,18177,12124,145424,924,1059369,52406,0,4263124,523643922220225,523632331997255,523632332002055,523643922467954
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,22937,22937,16448,183504,924,1505373,68181,0,6047040,523643922313331,523632332002055,523632332006855,523643927355513
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,15822,15822,11603,126584,924,1067710,52496,0,4296512,523643926396328,523632332006855,523632332011975,523643933748520
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18719,18719,12195,149760,924,1075173,52786,0,4326348,523643926498261,523632332011975,523632332016615,523643933691422
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18399,18399,12353,147200,924,1085280,53251,0,4366736,523643926588652,523632332016615,523632332021415,523643933644533
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18137,18137,12108,145104,924,1041592,51803,0,4192048,523643926672871,523632332021415,523632332026215,523643933597464
12,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,15,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18754,18754,12246,150040,924,1039633,51844,0,4184172,523643926760317,523632332072455,523632332078855,523643933541849
13,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,16,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18288,18288,12258,146312,924,1062501,52692,0,4275596,523643926849405,523632332078855,523632332084935,523643933359634
14,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 32, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,17,3474274,3474274,14784,16,512,0,28,28,32,64,0x0,0x7fb9dda1cdc0,18127,18127,12159,145024,924,1065206,52686,0,4286368,523643926937161,523632332084935,523632332089575,523643927987519
