Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3356432,3356432,256,256,0,0,8,8,32,64,0x0,0x7fb076a75900,33915,33915,21594,271328,4,4799,6333,0,19324,521473606439844,521463465552016,521463465560336,521473615371339
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3356432,3356432,256,256,0,0,8,8,32,64,0x0,0x7fb076a75900,13684,13684,10434,109480,4,2532,4037,0,10184,521473615238377,521463465560336,521463465567216,521473615598849
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,28345,28345,20863,226768,1848,5727685,118519,0,22964008,521473615939103,521463468504483,521463468514243,521473616051065
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3356432,3356432,256,256,0,0,8,8,32,64,0x0,0x7fb076a75900,35718,35718,20386,285752,4,4819,6385,0,19452,521473621514366,521463473396783,521463473406383,521473621640545
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,25166,25166,19031,201336,1848,5427795,115282,0,21763504,521473621611079,521463473406383,521463473415343,521473621766072
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,24788,24788,19502,198312,1848,3895898,94344,0,15635056,521473621756734,521463473441903,521463473449263,521473621932006
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,26146,26146,17493,209176,1848,2368455,83341,0,9525188,521473621914854,521463473449263,521463473454863,521473622034039
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,21932,21932,16223,175464,1848,2598733,73432,0,10446260,521473621984004,521463473454863,521463473460623,521473622184865
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,23624,23624,14802,189000,1848,2668370,74858,0,10725120,521473622169165,521463473460623,521463473466223,521473622275296
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 128, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3356432,3356432,118272,64,512,0,24,24,32,64,0x0,0x7fb076a4ce00,21742,21742,16036,173944,1848,2601376,73462,0,10456960,521473622240149,521463473469903,521463473475503,521473622449586
