Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2792009,2792009,256,256,0,0,8,8,32,64,0x0,0x7fe4a52e5900,0,0,0,777748206650087,777754116018251,777754116025611,777748215481909
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2792009,2792009,256,256,0,0,8,8,32,64,0x0,0x7fe4a52e5900,0,0,0,777748215359507,777754116025611,777754116033451,777748215707745
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,2,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,4736,596662,777748216054351,777754119669759,777754119687519,777748216163708
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2792009,2792009,256,256,0,0,8,8,32,64,0x0,0x7fe4a52e5900,0,0,0,777748221044798,777754124849423,777754124859183,777748221155838
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,5,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,4651,596104,777748221126212,777754124859183,777754124874703,777748221265366
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,8,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3809,493324,777748221256659,777754124901583,777754124912303,777748221435547
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,9,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3899,495032,777748221415950,777754124912303,777754124921263,777748221513575
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,10,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3817,493724,777748221475773,777754124921263,777754124929903,777748221675751
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,11,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3915,493847,777748221657517,777754124929903,777754124938703,777748221755943
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,12,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3903,494141,777748221719124,777754124938703,777754124947343,777748221892361
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,13,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3872,493089,777748221872313,777754124947343,777754124956143,777748221965690
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,14,2792009,2792009,14784,16,512,0,72,72,32,64,0x0,0x7fe4a52a4e00,8316,3894,492740,777748221932287,777754124956143,777754124964783,777748222104783
