Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2794855,2794855,256,256,0,0,8,8,32,64,0x0,0x7f685e27d900,35326,35326,23828,282616,4,5191,6893,0,20812,777751904604948,777754116018251,777754116025611,777751913454833
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2794855,2794855,256,256,0,0,8,8,32,64,0x0,0x7f685e27d900,13740,13740,10518,109928,4,2630,4169,0,10592,777751913333985,777754116025611,777754116033451,777751913672325
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,2,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,38725,38725,33108,309808,924,5531747,205390,0,22152660,777751914024040,777754119669759,777754119687519,777751914142203
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2794855,2794855,256,256,0,0,8,8,32,64,0x0,0x7f685e27d900,37648,37648,23444,301192,4,5001,6749,0,20116,777751918909298,777754124849423,777754124859183,777751919034665
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,5,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,43395,43395,37774,347168,924,5548360,205854,0,22218972,777751919005440,777754124859183,777754124874703,777751919147559
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,8,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,30182,30182,26355,241464,924,3278987,141037,0,13141460,777751919155464,777754124901583,777754124912303,777751919319364
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,9,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,31320,31320,22996,250568,924,2568912,117549,0,10301260,777751919299085,777754124912303,777754124921263,777751919436375
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,10,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,27142,27142,23299,217144,924,2481621,114326,0,9951960,777751919388705,777754124921263,777754124929903,777751919590106
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,11,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,32042,32042,23520,256344,924,2448089,113105,0,9817836,777751919571320,777754124929903,777754124938703,777751919694433
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 64, 4, 4, 4, 4, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 4, Sequence, 5, Argument) (kd)",2,0,12,2794855,2794855,14784,16,512,0,72,72,32,64,0x0,0x7f685e244e00,26814,26814,22939,214520,924,2493648,115331,0,10000204,777751919647905,777754124938703,777754124947343,777751919874143
