Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,316899,316899,256,256,0,0,8,8,32,64,0x0,0x7f11571b5900,35651,35651,23285,285216,4,4682,6177,0,18800,608509182680979,608501666644618,608501666652298,608509191854451
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,316899,316899,256,256,0,0,8,8,32,64,0x0,0x7f11571b5900,13828,13828,10525,110632,4,2639,4177,0,10676,608509191723734,608501666652298,608501666659818,608509192088093
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,31354,31354,26541,250840,462,2035868,146044,0,8156548,608509192422095,608501667211015,608501667223335,608509192534427
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,316899,316899,256,256,0,0,8,8,32,64,0x0,0x7f11571b5900,36267,36267,21285,290144,4,4822,6293,0,19348,608509197795899,608501672633875,608501672643475,608509197919413
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,37719,37719,31725,301760,462,2226813,159413,0,8920348,608509197890739,608501672643475,608501672653555,608509198038639
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,25773,25773,20612,206192,462,1164674,90694,0,4671480,608509198044750,608501672680435,608501672687475,608509198204542
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,25314,25314,17965,202520,462,868162,66784,0,3485344,608509198187169,608501672687475,608501672692115,608509198304712
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,21988,21988,18240,175912,462,891328,69290,0,3578052,608509198256741,608501672692115,608501672696755,608509198481626
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,22447,22447,17189,179584,462,903089,69011,0,3625216,608509198467550,608501672706195,608501672710835,608509198573440
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,316899,316899,29568,64,512,0,44,44,32,64,0x0,0x7f1157184e40,21620,21620,17994,172968,462,913886,70538,0,3668292,608509198537111,608501672726995,608501672731635,608509198749633
