Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,318810,318810,256,256,0,0,8,8,32,64,0x0,0x7f0392f3d900,16,596,76080,608512298370455,608501666644618,608501666652298,608512307255311
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,318810,318810,256,256,0,0,8,8,32,64,0x0,0x7f0392f3d900,16,316,38808,608512307137709,608501666652298,608501666659818,608512307463034
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,21014,2699272,608512307798378,608501667211015,608501667223335,608512307903787
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,318810,318810,256,256,0,0,8,8,32,64,0x0,0x7f0392f3d900,16,526,67312,608512313257705,608501672633875,608501672643475,608512313373273
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,18410,2330512,608512313344068,608501672643475,608501672653555,608512313493781
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,15782,2009316,608512313484463,608501672680435,608501672687475,608512313651960
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,17256,2182244,608512313635108,608501672687475,608501672692115,608512313742341
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,15179,1917832,608512313703257,608501672692115,608501672696755,608512313892194
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,18336,2305700,608512313878238,608501672706195,608501672710835,608512314027300
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,318810,318810,29568,64,512,0,44,44,32,64,0x0,0x7f0392de4e40,1386,14547,1861184,608512314012201,608501672726995,608501672731635,608512314122039
