Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3383600,3383600,256,256,0,0,8,8,32,64,0x0,0x7f643e7bd900,33649,33649,21330,269200,4,4716,6217,0,18964,521884471499185,521877551010142,521877551018622,521884480627461
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3383600,3383600,256,256,0,0,8,8,32,64,0x0,0x7f643e7bd900,13494,13494,10546,107960,4,2575,4085,0,10372,521884480506732,521877551018622,521877551026302,521884480833791
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,29928,29928,24468,239432,924,3564979,133032,0,14286796,521884481160630,521877551738138,521877551748698,521884481268684
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3383600,3383600,256,256,0,0,8,8,32,64,0x0,0x7f643e7bd900,35411,35411,20780,283296,4,5066,6649,0,20436,521884487224346,521877648356820,521877648363860,521884487350184
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,34727,34727,26546,277824,924,3568674,133345,0,14301148,521884487320778,521877648372819,521877648383698,521884487480050
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,26471,26471,20613,211776,924,2456624,100994,0,9852052,521884487478988,521877648423218,521877648431218,521884487664439
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,25191,25191,17881,201536,924,1435534,65177,0,5767936,521884487645683,521877648431218,521877648436658,521884487773675
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,22446,22446,18803,179576,924,1764100,76418,0,7081948,521884487722118,521877648441458,521877648446898,521884487961040
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,22904,22904,16687,183240,924,1663211,72752,0,6678352,521884487946152,521877648460178,521877648465618,521884488066119
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 1, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3383600,3383600,59136,64,512,0,28,28,48,64,0x0,0x7f643e794d80,22132,22132,18493,177064,924,1702421,74801,0,6835324,521884488020402,521877648471538,521877648476978,521884488206575
