Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3852554,3852554,256,256,0,0,8,8,32,64,0x0,0x7f26a2ae5900,32787,32787,20748,262304,4,4476,5853,0,17952,862533861440092,862535834002943,862535834009823,862533869208663
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3852554,3852554,256,256,0,0,8,8,32,64,0x0,0x7f26a2ae5900,13508,13508,10434,108072,4,2529,4017,0,10284,862533869087504,862535834009823,862535834017343,862533869459708
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,30239,30239,22739,241920,3696,12425597,133542,0,49822324,862533869673182,862535834480540,862535834491580,862533869782448
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3852554,3852554,256,256,0,0,8,8,32,64,0x0,0x7f26a2ae5900,35763,35763,21068,286112,4,4600,6049,0,18576,862533875407245,862535840258919,862535840268039,862533875537522
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,27037,27037,20732,216304,3696,11780508,128748,0,47244456,862533875506483,862535840268039,862535840278439,862533875666505
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,26484,26484,20759,211880,3696,8629001,108835,0,34619892,862533875644755,862535840305639,862535840314119,862533875841006
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,27957,27957,19703,223664,3696,6037872,100974,0,24254528,862533875822781,862535840314119,862535840321479,862533875949360
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,23646,23646,18014,189176,3696,6088444,90322,0,24457240,862533875895238,862535840321479,862535840328679,862533876109784
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,26583,26583,17772,212672,3696,6034680,92858,0,24242156,862533876092922,862535840328679,862535840336039,862533876214332
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 256, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3852554,3852554,236544,128,512,0,24,24,32,64,0x0,0x7f26a2ab4e40,23550,23550,18199,188408,3696,5606019,87988,0,22526984,862533876169627,862535840336039,862535840343239,862533876395043
