Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3369702,3369702,256,256,0,0,8,8,32,64,0x0,0x7ff7f652d900,0,0,0,521703073366972,521701461747656,521701461754856,521703082287362
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3369702,3369702,256,256,0,0,8,8,32,64,0x0,0x7ff7f652d900,0,0,0,521703082164410,521701461754856,521701461761896,521703082524782
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,4550,558781,521703082872059,521701462240613,521701462252773,521703082978570
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3369702,3369702,256,256,0,0,8,8,32,64,0x0,0x7ff7f652d900,0,0,0,521703089414239,521701468494515,521701468503475,521703089532713
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,4512,587663,521703089502626,521701468503475,521701468516275,521703089653933
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,3906,497054,521703089642691,521701468542995,521701468551475,521703089804498
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,3812,493486,521703089786483,521701468551475,521701468557395,521703089913844
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,3871,493017,521703089898125,521701468557395,521701468563475,521703090061985
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,3825,495809,521703090045153,521701468563475,521701468569555,521703090197201
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 4, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3369702,3369702,59136,64,512,0,48,48,32,64,0x0,0x7ff7f63e4e40,8316,3786,492492,521703090181230,521701468569555,521701468575475,521703090360029
