Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3496439,3496439,256,256,0,0,8,8,32,64,0x0,0x7fdb314a5900,524214969153771,524214969188754,524214969196434,524214969209797
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3496439,3496439,256,256,0,0,8,8,32,64,0x0,0x7fdb314a5900,524214969176524,524214969196434,524214969202994,524214969261575
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214969743768,524214969758351,524214969769071,524214969770167
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3496439,3496439,256,256,0,0,8,8,32,64,0x0,0x7fdb314a5900,524214975695050,524214975719291,524214975729051,524214975733973
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975709727,524214975729051,524214975738331,524214975746056
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975758410,524214975766011,524214975773531,524214975779239
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975763429,524214975773531,524214975779131,524214975795219
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975767246,524214975779131,524214975784891,524214975801912
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975771935,524214975784891,524214975790651,524214975818353
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975777205,524214975790651,524214975797691,524214975813093
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975782154,524214975797691,524214975803291,524214975824284
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975795800,524214975842170,524214975848090,524214975849001
12,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<16, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 32, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,15,3496439,3496439,29568,16,512,0,24,24,32,64,0x0,0x7fdb31474dc0,524214975837329,524214975848090,524214975853850,524214975855483
