Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,255535,255535,256,256,0,0,8,8,32,64,0x0,0x7f6ca1115900,1,4,440,607557589512214,607560148073196,607560148080876,607557597039713
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,255535,255535,256,256,0,0,8,8,32,64,0x0,0x7f6ca1115900,1,4,439,607557596922401,607560148080876,607560148088076,607557597171673
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,542145,69404438,607557597460048,607560148528554,607560148545194,607557597556521
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,255535,255535,256,256,0,0,8,8,32,64,0x0,0x7f6ca1115900,1,3,433,607557602385515,607560153677664,607560153687104,607557602499471
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,534904,68473036,607557602470766,607560153687104,607560153701344,607557602594971
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,500426,64017296,607557602612033,607560153726304,607560153739584,607557602755515
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,194583,24902324,607557602732782,607560153744384,607560153755904,607557602830757
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,186949,23946144,607557602792955,607560153755904,607560153767424,607557602993104
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,216684,27777510,607557602970902,607560153767424,607560153778784,607557603065972
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,255535,255535,473088,256,512,0,20,20,48,64,0x0,0x7f6ca0fe4dc0,85008,194968,24983898,607557603030996,607560153778784,607560153790144,607557603220955
