Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,251902,251902,256,256,0,0,8,8,32,64,0x0,0x7f0df8be5900,34066,34066,22317,272536,4,4757,6573,0,19148,607552373579607,607560148073196,607560148080876,607552381067731
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,251902,251902,256,256,0,0,8,8,32,64,0x0,0x7f0df8be5900,13158,13158,10147,105272,4,2304,3665,0,9264,607552380950008,607560148080876,607560148088076,607552381251068
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,37954,37954,15779,303640,7392,19676520,197501,0,78960968,607552381523092,607560148528554,607560148545194,607552381639242
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,251902,251902,256,256,0,0,8,8,32,64,0x0,0x7f0df8be5900,36518,36518,22501,292152,4,4755,6597,0,19172,607552386902057,607560153677664,607560153687104,607552387026131
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,37304,37304,15202,298440,7392,17523345,182335,0,70320292,607552386997147,607560153687104,607560153701344,607552387154715
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,33886,33886,18876,271096,7392,15794911,162069,0,63388400,607552387145157,607560153726304,607560153739584,607552387317563
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,32207,32207,18429,257664,7392,11196432,127384,0,44994128,607552387294479,607560153744384,607560153755904,607552387427801
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,30876,30876,17921,247016,7392,13463524,143674,0,54062376,607552387367397,607560153755904,607560153767424,607552387596881
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,34397,34397,18001,275184,7392,13523375,146882,0,54300744,607552387575070,607560153767424,607560153778784,607552387690789
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,251902,251902,473088,256,512,0,20,20,48,64,0x0,0x7f0df8bbcdc0,98606,98606,13728,788856,7392,13157318,141298,0,52837528,607552387643269,607560153778784,607560153790144,607552387882331
