Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,254550,254550,256,256,0,0,8,8,32,64,0x0,0x7f27e7185900,16,476,60856,607556231545428,607560148073196,607560148080876,607556239030776
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,254550,254550,256,256,0,0,8,8,32,64,0x0,0x7f27e7185900,16,284,37112,607556238910489,607560148080876,607560148088076,607556239254539
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,125320,16077532,607556239542705,607560148528554,607560148545194,607556239640990
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,254550,254550,256,256,0,0,8,8,32,64,0x0,0x7f27e7185900,16,476,61280,607556244586024,607560153677664,607560153687104,607556244699008
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,127442,16305656,607556244671216,607560153687104,607560153701344,607556244799679
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,110927,14157108,607556244807493,607560153726304,607560153739584,607556244959811
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,92821,11843980,607556244937689,607560153744384,607560153755904,607556245035975
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,94365,12105536,607556244999216,607560153755904,607560153767424,607556245248127
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,38267,4864972,607556245180820,607560153767424,607560153778784,607556245335782
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 512, 4, 1, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,254550,254550,473088,256,512,0,20,20,48,64,0x0,0x7f27e7154dc0,22176,87256,11185684,607556245238368,607560153778784,607560153790144,607556245392971
