Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,332042,332042,256,256,0,0,8,8,32,64,0x0,0x7f055933d900,36806,36806,24389,294456,4,5643,7189,0,22672,609029214287942,609022149621347,609022149628867,609029221743996
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,332042,332042,256,256,0,0,8,8,32,64,0x0,0x7f055933d900,13733,13733,10560,109872,4,2616,4153,0,10572,609029221607718,609022149628867,609022149636067,609029221971496
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,38365,38365,33599,306928,462,2841011,201703,0,11377172,609029222306199,609022150117344,609022150133344,609029222418983
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,332042,332042,256,256,0,0,8,8,32,64,0x0,0x7f055933d900,36552,36552,21909,292424,4,5319,6861,0,21360,609029228241967,609022155432850,609022155442290,609029228368346
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,42765,42765,36834,342128,462,2780105,197475,0,11133532,609029228338690,609022155442290,609022155457170,609029228494024
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,26406,26406,22222,211256,462,1361348,103725,0,5458188,609029228507740,609022155483250,609022155491410,609029228670297
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,23725,23725,18232,189808,462,787739,61878,0,3163656,609029228652724,609022155491410,609022155497010,609029228785275
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,24498,24498,19328,195992,462,1086983,82960,0,4360568,609029228725912,609022155497010,609022155502610,609029228940368
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,25243,25243,19645,201952,462,1073509,82240,0,4306732,609029228922975,609022155502610,609022155508050,609029229042311
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,332042,332042,29568,64,512,0,64,64,32,64,0x0,0x7f05591e4e40,23198,23198,19272,185592,462,1081134,81942,0,4337284,609029229003888,609022155511730,609022155517330,609029229214787
