Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,330729,330729,256,256,0,0,8,8,32,64,0x0,0x7f2c15a65900,35659,35659,4,21,49,6496,609027231965084,609022149621347,609022149628867,609027240070656
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,330729,330729,256,256,0,0,8,8,32,64,0x0,0x7f2c15a65900,13688,13688,4,21,15,2044,609027239948775,609022149628867,609022149636067,609027240279521
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,37639,37639,462,58674,56738,7228056,609027240616799,609022150117344,609022150133344,609027240725404
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,330729,330729,256,256,0,0,8,8,32,64,0x0,0x7f2c15a65900,36424,36424,4,21,49,6424,609027245933826,609022155432850,609022155442290,609027246053412
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,36683,36683,462,58674,63836,8200448,609027246024247,609022155442290,609022155457170,609027246175814
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,25246,25246,462,58674,7291,938804,609027246155245,609022155483250,609022155491410,609027246338321
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,27517,27517,462,58674,7350,938788,609027246320918,609022155491410,609022155497010,609027246444763
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,23276,23276,462,58674,7403,938796,609027246411029,609022155497010,609022155502610,609027246613642
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,24188,24188,462,58674,7396,938788,609027246597291,609022155502610,609022155508050,609027246704474
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 128, 4, 4, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,330729,330729,29568,64,512,0,64,64,32,64,0x0,0x7f2c15a24e40,22192,22192,462,58674,7371,938792,609027246663196,609022155511730,609022155517330,609027246839069
