Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3831063,3831063,256,256,0,0,8,8,32,64,0x0,0x7fdb0df95900,34350,34350,4,21,49,6284,862113689533091,862117463828000,862117463835360,862113699245719
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3831063,3831063,256,256,0,0,8,8,32,64,0x0,0x7fdb0df95900,13278,13278,4,21,13,1992,862113699126984,862117463835360,862117463842560,862113699458612
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,39257,39257,462,60522,63854,8180024,862113699767496,862117464304317,862117464321597,862113699880159
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3831063,3831063,256,256,0,0,8,8,32,64,0x0,0x7fdb0df95900,36816,36816,4,21,49,6380,862113704829639,862117469712299,862117469721739,862113704947762
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,36204,36204,462,60522,65373,8340648,862113704916012,862117469721739,862117469736939,862113705064884
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,25240,25240,462,60522,7694,968416,862113705049485,862117469761579,862117469770539,862113705223404
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,27909,27909,462,60522,7632,968392,862113705206181,862117469770539,862117469776779,862113705307012
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,23174,23174,462,60522,7556,968416,862113705271003,862117469776779,862117469783019,862113705481261
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,28081,28081,462,60522,7569,968396,862113705465932,862117469783019,862117469789099,862113705563667
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 256, 4, 2, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3831063,3831063,29568,128,512,0,76,76,32,64,0x0,0x7fdb0df54ec0,24107,24107,462,60522,7574,968396,862113705533079,862117469789099,862117469795339,862113705726315
