Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3448816,3448816,256,256,0,0,8,8,32,64,0x0,0x7fb3990fd900,24221,24221,4,21,37,4724,523314107080260,523308621830411,523308621839531,523314114506704
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3448816,3448816,256,256,0,0,8,8,32,64,0x0,0x7fb3990fd900,15263,15263,4,21,25,3584,523314114467289,523308621839531,523308621845931,523314114718645
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,28381,28381,1848,109032,27219,3487652,523314115066724,523308622594727,523308622605127,523314115173566
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3448816,3448816,256,256,0,0,8,8,32,64,0x0,0x7fb3990fd900,30233,30233,4,21,32,3612,523314120662884,523308686110400,523308686118080,523314120779625
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,34637,34637,1848,109032,53182,6781084,523314120752353,523308686126080,523308686137278,523314120888671
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,29698,29698,1848,109032,13684,1744752,523314120895113,523308686165918,523308686174078,523314121051028
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,35072,35072,1848,109032,13799,1744792,523314121029057,523308686174078,523308686180478,523314121134937
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,28200,28200,1848,109032,13611,1744772,523314121095563,523308686180478,523308686186718,523314121307905
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,30829,30829,1848,109032,13663,1744732,523314121286825,523308686186718,523308686192638,523314121399518
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3448816,3448816,118272,128,512,0,32,32,32,64,0x0,0x7fb3990d4e40,23600,23600,1848,109032,13703,1744764,523314121363049,523308686192638,523308686198558,523314121564360
