Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3442395,3442395,256,256,0,0,8,8,32,64,0x0,0x7fd1a0a5d900,0,0,0,523302016839189,523308621830411,523308621839531,523302025675611
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3442395,3442395,256,256,0,0,8,8,32,64,0x0,0x7fd1a0a5d900,0,0,0,523302025553560,523308621839531,523308621845931,523302025906899
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3456,459507,523302026251421,523308622594727,523308622605127,523302026355638
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3442395,3442395,256,256,0,0,8,8,32,64,0x0,0x7fd1a0a5d900,0,0,0,523302031886174,523308686110400,523308686118080,523302031999659
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3866,462772,523302031970704,523308686126080,523308686137278,523302032097163
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3541,444680,523302032103305,523308686165918,523308686174078,523302032254932
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3500,442752,523302032236677,523308686174078,523308686180478,523302032341436
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3555,442577,523302032301019,523308686180478,523308686186718,523302032495717
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3441,442738,523302032481631,523308686186718,523308686192638,523302032633027
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3498,443884,523302032617588,523308686192638,523308686198558,523302032727787
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3391,443030,523302032689865,523308686202398,523308686210078,523302032866249
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3524,443621,523302032851030,523308686210078,523308686215998,523302032950889
12,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,15,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3382,442182,523302032915161,523308686270878,523308686277118,523302033093419
13,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,16,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3442,443230,523302033078480,523308686284638,523308686290878,523302033178440
14,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 256, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,17,3442395,3442395,118272,128,512,0,32,32,32,64,0x0,0x7fd1a0a34e40,8316,3509,443519,523302033143543,523308686316478,523308686322718,523302033316441
