Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,277500,277500,256,256,0,0,8,8,32,64,0x0,0x7f4b70df5900,34952,34952,4,21,64,8456,607870058739660,607867491643024,607867491650224,607870067645445
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,277500,277500,256,256,0,0,8,8,32,64,0x0,0x7f4b70df5900,13518,13518,4,21,14,2192,607870067527813,607867491650224,607867491657424,607870067857507
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,48131,48131,924,185493,186520,23907912,607870068249679,607867492176621,607867492199821,607870068369194
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,277500,277500,256,256,0,0,8,8,32,64,0x0,0x7f4b70df5900,36352,36352,4,21,48,6656,607870073521821,607867497739000,607867497748760,607870073643531
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,55375,55375,924,185493,201780,25919896,607870073614767,607867497748760,607867497771320,607870073752647
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,30814,30814,924,185493,23071,2967988,607870073770711,607867497798040,607867497809720,607870073914754
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,31603,31603,924,185493,23243,2967988,607870073893183,607867497809720,607867497819000,607870073995507
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,28473,28473,924,185493,23164,2968012,607870073964458,607867497819000,607867497828280,607870074167292
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,33820,33820,924,185493,22959,2968124,607870074147003,607867497828280,607867497837560,607870074246672
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,277500,277500,59136,256,1024,0,116,116,32,64,0x0,0x7f4b70da4ec0,28337,28337,924,185493,23121,2968040,607870074214651,607867497837560,607867497846840,607870074418928
