KernelName,Count,Sum(ns),Mean(ns),Median(ns),Pct
"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",12,141760.0,11813.333333333334,9360.0,85.43876567020251
__amd_rocclr_fillBufferAligned.kd,3,24160.0,8053.333333333333,7200.0,14.561234329797493
