Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,274524,274524,256,256,0,0,8,8,32,64,0x0,0x7fc0deb95900,35078,35078,23469,280632,4,5280,6773,0,21268,607865624863727,607867491643024,607867491650224,607865633800691
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,274524,274524,256,256,0,0,8,8,32,64,0x0,0x7fc0deb95900,13580,13580,10546,108648,4,2597,4097,0,10564,607865633669323,607867491650224,607867491657424,607865633996141
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,48533,48533,43842,388272,924,8097004,285061,0,32415084,607865634367643,607867492176621,607867492199821,607865634489875
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,274524,274524,256,256,0,0,8,8,32,64,0x0,0x7fc0deb95900,36331,36331,21965,290656,4,5235,6737,0,21112,607865639587757,607867497739000,607867497748760,607865639736479
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,51960,51960,47418,415688,924,8301477,291748,0,33232464,607865639708225,607867497748760,607867497771320,607865639852097
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,30100,30100,26403,240808,924,3501372,141764,0,14030992,607865639863850,607867497798040,607867497809720,607865640024143
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,31799,31799,26170,254400,924,3280538,135607,0,13147596,607865640003414,607867497809720,607867497819000,607865640122168
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,27374,27374,23773,219000,924,2889658,119139,0,11584240,607865640074889,607867497819000,607867497828280,607865640270749
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,30129,30129,24379,241040,924,2796707,115948,0,11212544,607865640252194,607867497828280,607867497837560,607865640362022
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,27117,27117,23422,216944,924,2878045,118898,0,11538080,607865640323960,607867497837560,607867497846840,607865640534448
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,13,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,29073,29073,22883,232592,924,2821048,117292,0,11310024,607865640516244,607867497855800,607867497865240,607865640626482
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,14,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,27733,27733,24204,221872,924,2842964,116980,0,11397512,607865640586587,607867497878360,607867497888120,607865640773560
12,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,15,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,31767,31767,25574,254144,924,3072102,119107,0,12314180,607865640754975,607867497891800,607867497901240,607865640863120
13,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,16,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,28285,28285,23532,226288,924,2885862,119153,0,11569240,607865640833404,607867497904920,607867497914200,607865641031428
14,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<256, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 16, 512, 4, 4, 16, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,17,274524,274524,59136,256,1024,0,116,116,32,64,0x0,0x7fc0deb44ec0,28467,28467,23196,227744,924,2824911,117659,0,11325572,607865641011450,607867497919159,607867497928439,607865641123392
