Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3841737,3841737,256,256,0,0,8,8,32,64,0x0,0x7f0fe457d900,33233,33233,21204,265872,4,4660,6117,0,18764,862391678028471,862389839782529,862389839789249,862391685628613
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3841737,3841737,256,256,0,0,8,8,32,64,0x0,0x7f0fe457d900,13860,13860,10742,110888,4,2449,3901,0,9940,862391685505620,862389839789249,862389839796449,862391685866173
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,31635,31635,26735,253088,924,4047280,146009,0,16215528,862391686147875,862389840305085,862389840316925,862391686248415
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3841737,3841737,256,256,0,0,8,8,32,64,0x0,0x7f0fe457d900,36443,36443,21596,291552,4,4975,6417,0,19996,862391690990022,862389845307784,862389845317064,862391691112093
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,29262,29262,25798,234104,924,4099926,147463,0,16427608,862391691081265,862389845317064,862389845328104,862391691235837
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,25718,25718,21987,205752,924,2493457,99938,0,9999384,862391691222722,862389845360424,862389845368584,862391691404346
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,26744,26744,19164,213960,924,1943384,79021,0,7799108,862391691386642,862389845368584,862389845374344,862391691516007
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,21797,21797,17984,174384,924,1791936,73794,0,7193188,862391691471422,862389845374344,862389845380104,862391691690287
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,27445,27445,21960,219568,924,1847680,76013,0,7416252,862391691675439,862389845380104,862389845385704,862391691777962
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<128, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 256, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3841737,3841737,59136,128,512,0,44,44,32,64,0x0,0x7f0fe4544e40,23781,23781,18759,190256,924,1931254,78366,0,7750764,862391691746593,862389845385704,862389845391304,862391691945629
