Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3873306,3873306,256,256,0,0,8,8,32,64,0x0,0x7f26cb0b5900,0,0,0,862835813595276,862826398943503,862826398950383,862835821285700
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3873306,3873306,256,256,0,0,8,8,32,64,0x0,0x7f26cb0b5900,0,0,0,862835821156686,862826398950383,862826398957743,862835821604202
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3376,431177,862835821786387,862826399415820,862826399426060,862835821882879
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3873306,3873306,256,256,0,0,8,8,32,64,0x0,0x7f26cb0b5900,0,0,0,862835827416243,862826405348597,862826405357397,862835827532383
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3293,426143,862835827501975,862826405357397,862826405366197,862835827649825
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3400,423008,862835827628044,862826405392277,862826405399797,862835827799478
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3328,422096,862835827780963,862826405399797,862826405405877,862835827881834
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3228,422021,862835827844112,862826405405877,862826405411477,862835828042287
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3243,422255,862835828027299,862826405411477,862826405416917,862835828121577
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 2, 64, 4, 2, 2, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3873306,3873306,59136,32,512,0,24,24,32,64,0x0,0x7f26cb084dc0,9240,3232,422351,862835828084547,862826405420917,862826405426677,862835828259859
