Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,3859231,3859231,256,256,0,0,8,8,32,64,0x0,0x7f73b126d900,33178,33178,4,21,49,6328,862682885832635,862687299115298,862687299122178,862682893306599
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,3859231,3859231,256,256,0,0,8,8,32,64,0x0,0x7f73b126d900,13535,13535,4,21,15,2168,862682893181422,862687299122178,862687299129538,862682893530162
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,32073,32073,462,37422,47532,6068184,862682893828526,862687299578976,862687299590176,862682893928405
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,3859231,3859231,256,256,0,0,8,8,32,64,0x0,0x7f73b126d900,35810,35810,4,21,46,6320,862682899278773,862687305689842,862687305699282,862682899424479
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,34949,34949,462,37422,36683,4687356,862682899394252,862687305699282,862687305710642,862682899546009
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,24770,24770,462,37422,4602,598756,862682899529157,862687305734962,862687305741842,862682899710890
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,23031,23031,462,37422,4762,598760,862682899693537,862687305741842,862687305746322,862682899806481
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,20464,20464,462,37422,4595,598756,862682899764311,862687305746322,862687305750802,862682899977054
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,20666,20666,462,37422,4599,598760,862682899962977,862687305750802,862687305755282,862682900072945
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<32, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 64, 4, 2, 8, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,3859231,3859231,14784,32,512,0,44,44,32,64,0x0,0x7f73b1234e00,20768,20768,462,37422,4630,598752,862682900035083,862687305755282,862687305760562,862682900211677
