Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2730190,2730190,256,256,0,0,8,8,32,64,0x0,0x7f488c0a5900,34370,34370,4,21,51,6532,774007377089323,774009227508532,774009227515732,774007384562255
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2730190,2730190,256,256,0,0,8,8,32,64,0x0,0x7f488c0a5900,14062,14062,4,21,17,1940,774007384438110,774009227515732,774009227522932,774007384755500
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,2,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,46649,46649,462,81312,73772,9444540,774007385060988,774009228044369,774009228066769,774007385168151
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2730190,2730190,256,256,0,0,8,8,32,64,0x0,0x7f488c0a5900,35960,35960,4,21,55,7020,774007390409192,774009233618117,774009233627077,774007390531273
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,5,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,54186,54186,462,81312,78349,10002920,774007390500785,774009233627077,774009233649957,774007390645058
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,8,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,33720,33720,462,81312,10306,1301004,774007390655497,774009233677797,774009233691077,774007390814228
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,9,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,32740,32740,462,81312,10001,1300996,774007390791675,774009233691077,774009233701957,774007390897535
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,10,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,30080,30080,462,81312,10250,1301000,774007390857510,774009233701957,774009233713157,774007391049783
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,11,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,36073,36073,462,81312,10125,1301000,774007391029104,774009233713157,774009233724357,774007391128732
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,12,2730190,2730190,29568,64,512,0,112,112,48,64,0x0,0x7f488c074d80,31777,31777,462,81312,10066,1300996,774007391093606,774009233724357,774009233735557,774007391274728
