Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2731471,2731471,256,256,0,0,8,8,32,64,0x0,0x7ff6d433d900,774009227472392,774009227508532,774009227515732,774009227532175
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2731471,2731471,256,256,0,0,8,8,32,64,0x0,0x7ff6d433d900,774009227495425,774009227515732,774009227522932,774009227604211
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,2,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009228029425,774009228044369,774009228066769,774009228069181
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2731471,2731471,256,256,0,0,8,8,32,64,0x0,0x7ff6d433d900,774009233591413,774009233618117,774009233627077,774009233632070
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,5,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233606532,774009233627077,774009233649957,774009233650645
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,8,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233670202,774009233677797,774009233691077,774009233695861
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,9,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233675733,774009233691077,774009233701957,774009233702554
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,10,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233679410,774009233701957,774009233713157,774009233714717
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,11,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233684580,774009233713157,774009233724357,774009233728563
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,12,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233690210,774009233724357,774009233735557,774009233736227
10,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,13,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233694719,774009233735557,774009233746277,774009233747509
11,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, true, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 8, 512, 4, 1, 8, 8, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 8, Sequence, 5, Argument) (kd)",2,0,14,2731471,2731471,29568,64,512,0,112,112,48,64,0x0,0x7ff6d41e4d80,774009233698977,774009233746277,774009233757157,774009233757688
