Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
0,__amd_rocclr_fillBufferAligned.kd,2,0,0,2916377,2916377,256,256,0,0,8,8,32,64,0x0,0x7f2a91a15900,34249,34249,22428,274000,4,4975,6441,0,20076,781103385688159,781106334069618,781106334076978,781103393240201
1,__amd_rocclr_fillBufferAligned.kd,2,0,1,2916377,2916377,256,256,0,0,8,8,32,64,0x0,0x7f2a91a15900,13902,13902,10882,111224,4,2486,3933,0,10068,781103393117439,781106334076978,781106334084338,781103393484744
2,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,2,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,30599,30599,24985,244800,924,3664368,138056,0,14683300,781103393691064,781106334600335,781106334611375,781103393797936
3,__amd_rocclr_fillBufferAligned.kd,2,0,4,2916377,2916377,256,256,0,0,8,8,32,64,0x0,0x7f2a91a15900,35880,35880,21684,287048,4,5055,6445,0,20296,781103398380442,781106339260317,781106339268957,781103398495991
4,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,5,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,35714,35714,28371,285720,924,3491079,132428,0,13990256,781103398464802,781106339268957,781106339278877,781103398637829
5,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,8,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,25218,25218,19231,201752,924,2161914,91180,0,8673348,781103398625005,781106339303357,781106339310877,781103398796890
6,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,9,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,25386,25386,18272,203096,924,1645196,72433,0,6606264,781103398779247,781106339310877,781106339315997,781103398894214
7,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,10,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,22174,22174,18392,177400,924,1590445,71562,0,6387500,781103398851684,781106339315997,781106339321117,781103399037866
8,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,11,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,26583,26583,19728,212672,924,1602884,71649,0,6437196,781103399022176,781106339321117,781106339326237,781103399124500
9,"void kernel_tsmm_dl_v1r3<GridwiseTsmmDl_km_kn_mn, _Float16, _Float16, (InMemoryDataOperationEnum)1, false, false, BlockToCTileMap_3DGrid_KSplit>(GridwiseTsmmDl_km_kn_mn<64, _Float16, float, _Float16, RowMajor, RowMajor, RowMajor, (GemmSpecialization)4, 4, 128, 4, 2, 4, 2, 1, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, Sequence, 3, 2, Sequence, 5, Argument) (kd)",2,0,12,2916377,2916377,59136,64,512,0,32,32,32,64,0x0,0x7f29911dce00,22281,22281,16237,178256,924,1539489,69046,0,6183440,781103399093591,781106339331837,781106339336957,781103399289372
